instance,time_s,conflicts,timed_out,too_fast,too_few_conflicts,kept,reason
at-least-two-traffic_f_unknown.cnf,300,295371,True,False,False,True,kept_timeout
at-least-two-traffic_kkb_unknown.cnf,300,196845,True,False,False,True,kept_timeout
at-least-two-traffic_pcb_unknown.cnf,300,295371,True,False,False,True,kept_timeout
at-least-two-vmpc_28.cnf,300,443160,True,False,False,True,kept_timeout
b04_s_unknown_pre.cnf,300,196845,True,False,False,True,kept_timeout
b2005-p1-12x12c10h7-Ser3-0.cnf,300,131161,True,False,False,True,kept_timeout
b2005-p1-12x12c10h7-Ser4-0.cnf,300,196845,True,False,False,True,kept_timeout
b2005-p1-12x12c10h7-Ser5-0.cnf,300,196845,True,False,False,True,kept_timeout
b2005-p1-14x14c17h9-Ser3-0.cnf,300,58180,True,False,False,True,kept_timeout
b2005-p2-12x12c10h7-Ser7-0.cnf,300,131161,True,False,False,True,kept_timeout
b2005-p2-14x14c17h9-Ser5-0.cnf,300,131161,True,False,False,True,kept_timeout
b2005-p2-14x14c17h9-Ser6-0.cnf,300,87372,True,False,False,True,kept_timeout
b2005-p3-12x12c10h7-Ser7-0.cnf,300,131161,True,False,False,True,kept_timeout
b2005-p3-14x14c17h9-Ser3-0.cnf,300,58180,True,False,False,True,kept_timeout
b2005-p4-12x12c10h7-Ser3-0.cnf,300,131161,True,False,False,True,kept_timeout
b2005-p4-14x14c17h9-Ser8-0.cnf,300,38719,True,False,False,True,kept_timeout
b2005-p5-12x12c10h7-Ser5-0.cnf,300,196845,True,False,False,True,kept_timeout
b2005-p5-14x14c17h9-Ser5-0.cnf,300,131161,True,False,False,True,kept_timeout
barman-pfile10-039.sas.ex.15.cnf,121.72,32622,False,False,False,True,kept
barman-pfile10-040.sas.ex.15.cnf,110.15,37458,False,False,False,True,kept
battleship-12-12-unsat.cnf,300,3366612,True,False,False,True,kept_timeout
battleship-14-26-sat.cnf,300,664843,True,False,False,True,kept_timeout
blocks-blocks-36-0.180-SAT.cnf,70.66,9202,False,False,False,True,kept
blocks-blocks-37-1.120-NOTKNOWN.cnf,156.99,29081,False,False,False,True,kept
blocks-blocks-37-1.130-NOTKNOWN.cnf,300,38719,True,False,False,True,kept_timeout
bv-term-small-rw_1294.smt2.cnf,300,443160,True,False,False,True,kept_timeout
bv-term-small-rw_1492.smt2.cnf,300,443160,True,False,False,True,kept_timeout
bvsdiv_19.smt2.cnf,300,295371,True,False,False,True,kept_timeout
bvsmod_18.smt2.cnf,300,295371,True,False,False,True,kept_timeout
bvsmod_19.smt2.cnf,300,295371,True,False,False,True,kept_timeout
bvsub_08985.smt2.cnf,300,38719,True,False,False,True,kept_timeout
bvsub_12973.smt2.cnf,300,25745,True,False,False,True,kept_timeout
bvsub_19952.smt2.cnf,300,7486,True,False,False,True,kept_timeout
bvurem_20.smt2.cnf,300,443160,True,False,False,True,kept_timeout
Circuit_multiplier18.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier22.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier24.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier25.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier26.cnf,300,1496156,True,False,False,True,kept_timeout
Circuit_multiplier29.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier33.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier34.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier35.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier36.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier37.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier45.cnf,300,997368,True,False,False,True,kept_timeout
Circuit_multiplier53.cnf,300,997368,True,False,False,True,kept_timeout
crafted_n10_d6_c4_num15.cnf,300,58180,True,False,False,True,kept_timeout
crafted_n10_d6_c4_num21.cnf,300,58180,True,False,False,True,kept_timeout
crafted_n11_d6_c4_num14.cnf,300,87372,True,False,False,True,kept_timeout
crafted_n12_d6_c3_num18.cnf,300,58180,True,False,False,True,kept_timeout
crafted_n12_d6_c3_num28.cnf,300,58180,True,False,False,True,kept_timeout
crafted_n12_d6_c4_num17.cnf,300,87372,True,False,False,True,kept_timeout
ctl_4201_555_unsat.cnf,300,443160,True,False,False,True,kept_timeout
ctl_4291_567_11_unsat.cnf,300,443160,True,False,False,True,kept_timeout
ctl_4291_567_1_unsat.cnf,300,443160,True,False,False,True,kept_timeout
ctl_4291_567_6_unsat_pre.cnf,300,443160,True,False,False,True,kept_timeout
ctl_4291_567_9_unsat.cnf,300,443160,True,False,False,True,kept_timeout
dist10.c.cnf,300,295371,True,False,False,True,kept_timeout
dist4.c.cnf,300,443160,True,False,False,True,kept_timeout
E00X23.cnf,300,295371,True,False,False,True,kept_timeout
E02F17.cnf,143.09,368396,False,False,False,True,kept
ecarev-110-1031-23-40-8.cnf,300,997368,True,False,False,True,kept_timeout
ecarev-110-4099-22-30-4.cnf,300,997368,True,False,False,True,kept_timeout
edit_distance007_85.cnf,300,997368,True,False,False,True,kept_timeout
edit_distance019_312.cnf,300,443160,True,False,False,True,kept_timeout
edit_distance023_281.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance023_282.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance023_283.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance025_448.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance025_449.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance025_450.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance031_283.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance031_284.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance035_393.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance041_182.cnf,300,295371,True,False,False,True,kept_timeout
edit_distance041_183.cnf,300,295371,True,False,False,True,kept_timeout
erin2_0x0-379.cnf,300,443160,True,False,False,True,kept_timeout
erin2_0x0_n207-379.cnf,300,295371,True,False,False,True,kept_timeout
erin2_0x1e3-216.cnf,300,664843,True,False,False,True,kept_timeout
ER_500_40_2.apx_0.cnf,300,87372,True,False,False,True,kept_timeout
ex045_7.cnf,300,295371,True,False,False,True,kept_timeout
ex065_25.cnf,300,295371,True,False,False,True,kept_timeout
ex095_8.cnf,300,196845,True,False,False,True,kept_timeout
ex175_20.cnf,300,131161,True,False,False,True,kept_timeout
HCP-424-60.cnf,300,664843,True,False,False,True,kept_timeout
HCP-446-105.cnf,300,664843,True,False,False,True,kept_timeout
HCP-446-420.cnf,300,443160,True,False,False,True,kept_timeout
HCP-446-60.cnf,300,664843,True,False,False,True,kept_timeout
HCP-470-105.cnf,300,664843,True,False,False,True,kept_timeout
HCP-470-420.cnf,300,443160,True,False,False,True,kept_timeout
HCP-470-60.cnf,300,664843,True,False,False,True,kept_timeout
HCP-506-60.cnf,300,1496156,True,False,False,True,kept_timeout
HCP-522-105.cnf,300,1496156,True,False,False,True,kept_timeout
HCP-526-105.cnf,300,1496156,True,False,False,True,kept_timeout
HCP-526-420.cnf,300,997368,True,False,False,True,kept_timeout
HCP-529-420.cnf,300,1496156,True,False,False,True,kept_timeout
HCP-529-60.cnf,300,1496156,True,False,False,True,kept_timeout
huck.col.11.cnf,300,664843,True,False,False,True,kept_timeout
IBM_FV_2004_rule_batch_30_SAT_dat.k75.cnf,177.36,229063,False,False,False,True,kept
k2fix_gr_rcs_w8.shuffled.cnf,300,196845,True,False,False,True,kept_timeout
Kakuro-easy-045-ext.xml.hg_4.cnf,300,443160,True,False,False,True,kept_timeout
Kakuro-easy-051-ext.xml.hg_4.cnf,300,295371,True,False,False,True,kept_timeout
Kakuro-easy-089-ext.xml.hg_4.cnf,300,295371,True,False,False,True,kept_timeout
Kakuro-easy-104-ext.xml.hg_6.cnf,300,196845,True,False,False,True,kept_timeout
Kakuro-easy-112-ext.xml.hg_7.cnf,300,196845,True,False,False,True,kept_timeout
Kakuro-easy-115-ext.xml.hg_5.cnf,300,196845,True,False,False,True,kept_timeout
Kakuro-easy-118-ext.xml.hg_4.cnf,300,295371,True,False,False,True,kept_timeout
Kakuro-easy-127-ext.xml.hg_7.cnf,300,131161,True,False,False,True,kept_timeout
Kakuro-easy-132-ext.xml.hg_8.cnf,300,131161,True,False,False,True,kept_timeout
Kakuro-easy-142-ext.xml.hg_8.cnf,300,196845,True,False,False,True,kept_timeout
Kakuro-easy-150-ext.xml.hg_9.cnf,300,131161,True,False,False,True,kept_timeout
Kakuro-easy-156-ext.xml.hg_7.cnf,90.72,52084,False,False,False,True,kept
ktf_TF-1.tf_3_0.02_34.cnf,300,87372,True,False,False,True,kept_timeout
ktf_TF-1.tf_4_0.06_101.cnf,300,131161,True,False,False,True,kept_timeout
ktf_TF-3.tf_2_0.02_24.cnf,300,131161,True,False,False,True,kept_timeout
ktf_TF-3.tf_3_0.02_24.cnf,300,131161,True,False,False,True,kept_timeout
ktf_TF-3.tf_4_0.04_48.cnf,300,131161,True,False,False,True,kept_timeout
ktf_TF-4.tf_2_0.02_18.cnf,300,131161,True,False,False,True,kept_timeout
ktf_TF-4.tf_4_0.04_35.cnf,300,131161,True,False,False,True,kept_timeout
ktf_TF-4.tf_4_0.06_52.cnf,300,131161,True,False,False,True,kept_timeout
ktf_TF-6.tf_4_0.04_51.cnf,300,87372,True,False,False,True,kept_timeout
ktf_TF-6.tf_4_0.06_77.cnf,300,196845,True,False,False,True,kept_timeout
ktf_TF-7.tf_3_0.06_113.cnf,300,131161,True,False,False,True,kept_timeout
ktf_TF-8.tf_4_0.02_37.cnf,300,58180,True,False,False,True,kept_timeout
ktf_TF-8.tf_4_0.06_109.cnf,300,131161,True,False,False,True,kept_timeout
LABS_n041_goal003.cnf,300,196845,True,False,False,True,kept_timeout
LABS_n068_goal001.cnf,300,58180,True,False,False,True,kept_timeout
LABS_n069_goal001.cnf,300,58180,True,False,False,True,kept_timeout
LABS_n072_goal006.cnf,300,38719,True,False,False,True,kept_timeout
LABS_n089_goal008.cnf,300,38719,True,False,False,True,kept_timeout
maximum_constrained_partition_14_bits_n200.cnf,113.6,428063,False,False,False,True,kept
maximum_constrained_partition_18_bits_n200.cnf,300,664843,True,False,False,True,kept_timeout
maxor128.cnf,300,87372,True,False,False,True,kept_timeout
mp1-blockpuzzle_5x10_s5_free3.cnf,300,131161,True,False,False,True,kept_timeout
mp1-blockpuzzle_5x12_s6_free3.cnf,300,131161,True,False,False,True,kept_timeout
mp1-blockpuzzle_9x9_s1_free8.cnf,300,131161,True,False,False,True,kept_timeout
mp1-blockpuzzle_9x9_s5_free3.cnf,300,131161,True,False,False,True,kept_timeout
mp1-bsat201-707.cnf,300,5050023,True,False,False,True,kept_timeout
mp1-bsat210-739.cnf,300,5050023,True,False,False,True,kept_timeout
mp1-klieber2017s-0300-034-t12.cnf,300,196845,True,False,False,True,kept_timeout
mp1-klieber2017s-0490-024-t12.cnf,300,87372,True,False,False,True,kept_timeout
mp1-klieber2017s-1000-023-eq.cnf,300,443160,True,False,False,True,kept_timeout
mp1-klieber2017s-1000-024-eq.cnf,300,443160,True,False,False,True,kept_timeout
mp1-klieber2017s-1200-022-eq.cnf,300,295371,True,False,False,True,kept_timeout
mp1-klieber2017s-2000-022-eq.cnf,300,295371,True,False,False,True,kept_timeout
mp1-Nb6T06.cnf,300,997368,True,False,False,True,kept_timeout
mp1-Nb6T07.cnf,300,997368,True,False,False,True,kept_timeout
mp1-Nb7T44.cnf,300,443160,True,False,False,True,kept_timeout
mp1-Nb7T46.cnf,300,664843,True,False,False,True,kept_timeout
mp1-squ_ali_s10x10_c39_abio_SAT.cnf,300,1496156,True,False,False,True,kept_timeout
mp1-squ_any_s09x07_c27_abix_UNS.cnf,300,2244338,True,False,False,True,kept_timeout
mp1-tri_ali_s11_c35_abix_UNS.cnf,300,2244338,True,False,False,True,kept_timeout
mp1-tri_ali_s11_c35_bail_UNS.cnf,300,3366612,True,False,False,True,kept_timeout
MVD_ADS_S10_5_6.cnf,1.58,1244,False,True,True,False,too_fast
MVD_ADS_S10_6_6.cnf,2.14,2021,False,True,False,False,too_fast
MVD_ADS_S11_6_7.cnf,1.25,92,False,True,True,False,too_fast
MVD_ADS_S11_7_7.cnf,1.28,84,False,True,True,False,too_fast
MVD_ADS_S11_8_7.cnf,1.3,84,False,True,True,False,too_fast
MVD_ADS_S1_5_5.cnf,1.56,376,False,True,True,False,too_fast
MVD_ADS_S3_5_5.cnf,1.73,450,False,True,True,False,too_fast
MVD_ADS_S4_5_5.cnf,1.37,472,False,True,True,False,too_fast
MVD_ADS_S5_6_6.cnf,2.45,1780,False,True,True,False,too_fast
MVD_ADS_S6_6_5.cnf,0.71,742,False,True,True,False,too_fast
MVD_ADS_S6_6_6.cnf,3.57,1825,False,False,True,False,too_few_conflicts
MVD_ADS_S7_6_6.cnf,3.58,1602,False,False,True,False,too_few_conflicts
MVD_ADS_S9_6_6.cnf,3.32,1809,False,False,True,False,too_few_conflicts
Mycielski-10-hints-10.cnf,300,295371,True,False,False,True,kept_timeout
Mycielski-10-hints-5.cnf,300,295371,True,False,False,True,kept_timeout
Mycielski-10-hints-6.cnf,300,295371,True,False,False,True,kept_timeout
Mycielski-10-hints-7.cnf,300,295371,True,False,False,True,kept_timeout
Mycielski-10-hints-8.cnf,300,295371,True,False,False,True,kept_timeout
Mycielski-10-hints-9.cnf,300,295371,True,False,False,True,kept_timeout
Mycielski-11-hints-1.cnf,300,196845,True,False,False,True,kept_timeout
Mycielski-11-hints-2.cnf,300,196845,True,False,False,True,kept_timeout
Mycielski-11-hints-3.cnf,300,196845,True,False,False,True,kept_timeout
Mycielski-11-hints-4.cnf,300,196845,True,False,False,True,kept_timeout
n320p5q2_n.apx_16.cnf,300,58180,True,False,False,True,kept_timeout
n320p5q2_n.apx_17.cnf,300,58180,True,False,False,True,kept_timeout
Nb51T6.cnf,300,25745,True,False,False,True,kept_timeout
ndhf_xits_09_UNSAT.cnf,300,443160,True,False,False,True,kept_timeout
p01_lb_05.cnf,300,295371,True,False,False,True,kept_timeout
pb_300_05_lb_16.cnf,300,196845,True,False,False,True,kept_timeout
pb_300_05_lb_17.cnf,300,196845,True,False,False,True,kept_timeout
pb_300_06_lb_02.cnf,300,196845,True,False,False,True,kept_timeout
pb_300_10_lb_06.cnf,300,295371,True,False,False,True,kept_timeout
php12e12.cnf,300,3366612,True,False,False,True,kept_timeout
php14e14.cnf,300,2244338,True,False,False,True,kept_timeout
prime_a20_b20.cnf,300,443160,True,False,False,True,kept_timeout
prime_a22_b22.cnf,300,443160,True,False,False,True,kept_timeout
prime_a24_b24.cnf,300,295371,True,False,False,True,kept_timeout
problem_12.smt2.cnf,300,196845,True,False,False,True,kept_timeout
puzzle30_sat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle34_sat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle34_unsat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle35_sat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle35_unsat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle36_sat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle37_unsat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle39_sat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle42_sat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle44_unsat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle47_sat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle51_unsat.cnf,300,443160,True,False,False,True,kept_timeout
puzzle60_sat.cnf,300,443160,True,False,False,True,kept_timeout
quad_res_r21_m22.cnf,300,664843,True,False,False,True,kept_timeout
quad_res_r26_m27.cnf,300,443160,True,False,False,True,kept_timeout
quad_res_r28_m29.cnf,300,443160,True,False,False,True,kept_timeout
quad_res_r29_m32.cnf,300,443160,True,False,False,True,kept_timeout
quad_res_r31_m35.cnf,300,443160,True,False,False,True,kept_timeout
quad_res_r32_m35.cnf,300,443160,True,False,False,True,kept_timeout
quad_res_r33_m36.cnf,300,443160,True,False,False,True,kept_timeout
quad_res_r34_m36.cnf,300,443160,True,False,False,True,kept_timeout
quad_res_r35_m36.cnf,300,295371,True,False,False,True,kept_timeout
quad_res_r37_m39.cnf,300,295371,True,False,False,True,kept_timeout
randomG-B-Mix-n15-d05.cnf,300,2244338,True,False,False,True,kept_timeout
randomG-B-Mix-n16-d05.cnf,300,2244338,True,False,False,True,kept_timeout
randomG-B-Mix-n18-d05.cnf,300,1496156,True,False,False,True,kept_timeout
randomG-B-Mix-n19-d05.cnf,300,1496156,True,False,False,True,kept_timeout
randomG-Mix-n17-d05.cnf,300,2244338,True,False,False,True,kept_timeout
randomG-Mix-n18-d05.cnf,300,2244338,True,False,False,True,kept_timeout
randomG-n16-d05.cnf,300,3366612,True,False,False,True,kept_timeout
randomG-n17-d05.cnf,300,2244338,True,False,False,True,kept_timeout
randomG-n18-d05.cnf,300,2244338,True,False,False,True,kept_timeout
randomG-n19-d05.cnf,300,1496156,True,False,False,True,kept_timeout
randomG-n20-d05.cnf,300,1496156,True,False,False,True,kept_timeout
rphp4_065_shuffled.cnf,300,664843,True,False,False,True,kept_timeout
rphp4_080_shuffled.cnf,300,443160,True,False,False,True,kept_timeout
rphp4_090_shuffled.cnf,300,443160,True,False,False,True,kept_timeout
rpoc_xits_10_UNKNOWN.cnf,300,295371,True,False,False,True,kept_timeout
satch2ways12u.cnf,300,295371,True,False,False,True,kept_timeout
satch2ways12wu.cnf,300,131161,True,False,False,True,kept_timeout
satch2ways13wu.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways14u.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways15.cnf,300,87372,True,False,False,True,kept_timeout
satch2ways15u.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways15wu.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways16.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways16w.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways17w.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways18u.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways18wu.cnf,300,196845,True,False,False,True,kept_timeout
satch2ways19u.cnf,300,196845,True,False,False,True,kept_timeout
SC21_Timetable_C_121_E_34_Cl_8_S_4.cnf,300,295371,True,False,False,True,kept_timeout
SC21_Timetable_C_136_E_36_Cl_9_S_15.cnf,300,443160,True,False,False,True,kept_timeout
SC21_Timetable_C_136_E_41_Cl_9_S_15.cnf,300,443160,True,False,False,True,kept_timeout
SC21_Timetable_C_140_E_29_Cl_10_S_15.cnf,300,443160,True,False,False,True,kept_timeout
SC21_Timetable_C_140_E_32_Cl_30_S_10.cnf,300,443160,True,False,False,True,kept_timeout
SC21_Timetable_C_181_E_34_Cl_12_S_4.cnf,300,295371,True,False,False,True,kept_timeout
SC21_Timetable_C_181_E_34_Cl_12_S_8.cnf,300,443160,True,False,False,True,kept_timeout
SC21_Timetable_C_241_E_34_Cl_16_S_13.cnf,300,295371,True,False,False,True,kept_timeout
SC21_Timetable_C_466_E_62_Cl_31_S_30.cnf,300,87372,True,False,False,True,kept_timeout
SC21_Timetable_C_512_E_66_Cl_34_S_35.cnf,300,295371,True,False,False,True,kept_timeout
SC21_Timetable_C_527_E_71_Cl_35_S_35.cnf,300,196845,True,False,False,True,kept_timeout
SC21_Timetable_C_542_E_71_Cl_36_S_35.cnf,300,196845,True,False,False,True,kept_timeout
SC21_Timetable_C_557_E_73_Cl_37_S_35.cnf,300,58180,True,False,False,True,kept_timeout
scc_1213_40_10_3.apx_0.cnf,300,25745,True,False,False,True,kept_timeout
SE_PR_WS_500_16_70_10.apx_0.cnf,300,664843,True,False,False,True,kept_timeout
shift1add.26949.cnf,300,4924,True,False,False,True,kept_timeout
size_5_5_5_i003_r12.cnf,300,1496156,True,False,False,True,kept_timeout
size_5_5_5_i223_r12.cnf,300,1496156,True,False,False,True,kept_timeout
size_5_5_5_i251_r12.cnf,300,1496156,True,False,False,True,kept_timeout
snw_13_8_pre-sc2016.cnf,300,131161,True,False,False,True,kept_timeout
snw_13_8_pre.cnf,300,131161,True,False,False,True,kept_timeout
snw_13_9_pre.cnf,21.66,19407,False,False,False,True,kept
snw_16_9_Encpre.cnf,300,58180,True,False,False,True,kept_timeout
sokoban-p16.sas.ex.19-sc2016.cnf,300,17096,True,False,False,True,kept_timeout
sokoban-p20.sas.cr.21.cnf,300,58180,True,False,False,True,kept_timeout
sokoban-p20.sas.cr.27.cnf,300,58180,True,False,False,True,kept_timeout
sokoban-p20.sas.ex.13.cnf,300,25745,True,False,False,True,kept_timeout
sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,300,58180,True,False,False,True,kept_timeout
sp4-33-bin-stri-flat-noid.cnf,300,443160,True,False,False,True,kept_timeout
sp4-33-one-nons-flat-noid.cnf,300,295371,True,False,False,True,kept_timeout
sp4-33-one-stri-tree-noid.cnf,300,443160,True,False,False,True,kept_timeout
sp4-33-una-stri-flat-noid.cnf,300,664843,True,False,False,True,kept_timeout
sp5-21-15-bin-stri-flat-noid.cnf,300,295371,True,False,False,True,kept_timeout
sp5-21-15-bin-stri-tree-noid.cnf,300,196845,True,False,False,True,kept_timeout
sp5-21-15-one-nons-tree-noid.cnf,300,196845,True,False,False,True,kept_timeout
sp5-21-15-one-stri-tree-noid.cnf,300,196845,True,False,False,True,kept_timeout
sp5-21-15-una-nons-tree-noid.cnf,300,196845,True,False,False,True,kept_timeout
sp5-21-15-una-stri-flat-noid.cnf,7.79,15726,False,False,False,True,kept
sp5-26-19-bin-nons-tree-noid.cnf,300,196845,True,False,False,True,kept_timeout
sp5-26-19-bin-stri-flat-noid.cnf,300,196845,True,False,False,True,kept_timeout
sp5-26-19-una-nons-tree-noid.cnf,300,196845,True,False,False,True,kept_timeout
spg_200_300.cnf,300,196845,True,False,False,True,kept_timeout
spg_200_301.cnf,300,295371,True,False,False,True,kept_timeout
spg_200_307.cnf,300,295371,True,False,False,True,kept_timeout
spg_200_316.cnf,300,295371,True,False,False,True,kept_timeout
spg_200_317.cnf,300,196845,True,False,False,True,kept_timeout
spg_200_321.cnf,300,295371,True,False,False,True,kept_timeout
spg_300_300.cnf,300,295371,True,False,False,True,kept_timeout
spg_300_301.cnf,300,196845,True,False,False,True,kept_timeout
spg_300_312.cnf,300,196845,True,False,False,True,kept_timeout
spg_330_400.cnf,300,196845,True,False,False,True,kept_timeout
spg_400_281.cnf,300,196845,True,False,False,True,kept_timeout
spg_420_280.cnf,300,196845,True,False,False,True,kept_timeout
spg_420_350.cnf,300,196845,True,False,False,True,kept_timeout
stb_531_83.apx_0.cnf,300,664843,True,False,False,True,kept_timeout
stb_531_83.apx_1.cnf,300,664843,True,False,False,True,kept_timeout
stb_588_138.apx_1.cnf,300,664843,True,False,False,True,kept_timeout
stb_792_333.apx_0.cnf,300,664843,True,False,False,True,kept_timeout
sted12a_0x1e1-67.cnf,300,1496156,True,False,False,True,kept_timeout
sted1_0x0-380.cnf,300,196845,True,False,False,True,kept_timeout
sted1_0x0-637.cnf,300,196845,True,False,False,True,kept_timeout
sted1_0x1e3-393.cnf,300,443160,True,False,False,True,kept_timeout
sted2_0x0-343.cnf,300,295371,True,False,False,True,kept_timeout
sted2_0x1e3-216.cnf,300,664843,True,False,False,True,kept_timeout
sted3_0x0_n201-239.cnf,300,295371,True,False,False,True,kept_timeout
sted4_0x0_n159-185.cnf,300,443160,True,False,False,True,kept_timeout
sted5_0x0_n90-157.cnf,300,443160,True,False,False,True,kept_timeout
sted5_0x1e3-120.cnf,80.97,328164,False,False,False,True,kept
sted5_0x1e3-20.cnf,300,997368,True,False,False,True,kept_timeout
sted5_0x24204-70.cnf,300,443160,True,False,False,True,kept_timeout
sted6_0x1e3-97.cnf,300,997368,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_600.cnf,300,7486,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_630.cnf,300,7486,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_670.cnf,300,3216,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_680.cnf,300,7486,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_690.cnf,300,2077,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_700.cnf,300,11330,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_730.cnf,300,3216,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_780.cnf,300,4924,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_800.cnf,300,4924,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_870.cnf,300,4924,True,False,False,True,kept_timeout
string_compare_safety_cbmc_unwinding_900.cnf,300,4924,True,False,False,True,kept_timeout
