instance,label,speedup,time_agg,status_agg,time_cons,status_cons,features_written
02c6fe8483e4f4474b7ac9731772535d-ncc_none_7047_6_3_3_0_0_420.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
02f2343e32f9070f149708d77556b4aa-Kakuro-easy-117-ext.xml.hg_5.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0398e6b20de133ba8b49c74b67dad7b7-6s133-sc2014.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
03ba29d5cb38d345357a74a7b5ccd759-20-100-lambda100-49_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
03bb7baaa45980753a0e7050ae44755d-atco_enc3_opt1_03_53.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
03c44a93577c98119dc498053888937a-ctl_4291_567_1_unsat_pre.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
03fb9af7b390fe9e0739150ca3410cf0-4g_5color_166_100_02.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
04157f716c1e9606c6a530657bf8f957-Kakuro-easy-125-ext.xml.hg_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0447371bb8a97e8fe5d3cee6de1db766-UTI-20-10p0-sc2009.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
047c92e7c0a36a23d8107f4313517719-rubikcube701-sc2017.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
048142b6048cb6c10415e08f68a2c3a3-GP_81_430_13.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
048a70da40ea4908c783b8314be2da97-aes_32_2_keyfind_1.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0616ca6b1e0ae639d12e19ed310963a9-satcoin-genesis-SAT-4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
064fe286277f695f42b556ef991036ff-sin_depth_miter_2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
072785fd927ff0fd180ce8b9cc00078f-20180321_140826713_p_cnf_320_1120.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
07b7859003d84402cbb1ebdc37655d55-6s186_Iter20.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0810eb03d022334fdd1d5a6ad4969d47-gss-18-s100.cnf,AGG,1.002,887.46,SAT,889.36,SAT,True
0823bc5f954c6366702877556f0d3680-linked_list_swap_contents_safety_unwind66.cnf,CONS,1.001,358.95,UNSAT,358.59,UNSAT,True
0842eb01dc00232edc0b26ccb2f19f25-6-4-6-sc2018.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0855033e761d91ae367e867c5a569f9e-atco_enc1_opt2_10_15.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
085b8ebc423dcbd70eceaa04229cf5cd-summle_X111102_steps8_I1-2-2-4-4-8-25-100.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
089456508f74be2d96f4112cc495f80a-Eternity-10-06_c18.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
08991fb6c7c45205df7f2bc2f51fb1d9-bobsmdct_k500.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
08e151e72fe10402a49463171aa557e8-abw-V-nos6.mtx-w220.cnf,AGG,1.001,164.31,SAT,164.4,SAT,True
090585dc32a79f2bf6fb61a2c7079682-mdp-28-16-sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
09d8544494e54bc756438e69567b4ba7-mp1-klieber2017s-0300-034-t12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0a20cb72e5b005b8ed09d8a93184604a-j3037_9_gmto_bm1.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0a3cb69074519646b0f2933ba7ad2d30-aws-encryption-sdk-c%3Aaws_cryptosdk_hdr_write.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0a514edbeace21927e52d75f2d4a8efd-ota-for-aws-iot-embedded-sdk%3AparseJSONbyModel.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0b4421f6aac81e2dbc87c5b5ddae6511-52bits_12.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0b495cc867003b7ac112b7c47256228b-h31_large.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0c0e6faa4abb622f5bea636ff04d341d-grid-color-12-14-2-cb.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0c5d7e7aa3dd6024816078d2bdcfc4e3-Carry_Bits_Fast_8.cnf.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0c75119940f87f2bc1dc3f53aeedc02b-20-100-lambda100-89_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0d209cb420326994f9c4898eb10228ab-008-80-8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0dc468413b65339fad7e4f981bf2fb1e-reconf20_61_myciel4_2.cnf,CONS,1.003,566.28,UNSAT,564.54,UNSAT,True
0dcd0ec81c5e8dc13b72d43a4940279b-hantzsche_wendt_unit_147.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
0e775873f4c4bbc81ff92b87dd3e15e8-grid-strips-grid-y-3.045-NOTKNOWN.cnf,CONS,1.003,870.8,SAT,868.14,SAT,True
0e89b0f96c99f1a6aaaf66c3ae805919-SCPC-500-15.cnf,CONS,,1200,TIMEOUT,925.9,UNSAT,True
109aa0f5e177c1efb72f133a6f8c723b-hantzsche_wendt_unit_92.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
114f1b2ffd86e8a176bcbab664415520-bobsmdct_k88.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
129162378e8ad29b5485a9c53feee4b7-hantzsche_wendt_unit_93.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
13b13b34fe88f093aca06d6d035ee797-Lab-Project-FreeRTOS-Cellular-Library%3ACellular_ATRemovePrefix.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
14f35ebcab936f66fc9292ff62cf39a7-h31.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
157c7496c04d3fc63565cd7999dc45a5-Carry_Save_Fast_1.cnf.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
161a73825fb50badeedbf8d12e1e043a-cfi-rigid-z2-0088-03-or_2.cnf,CONS,1.0,1166.26,UNSAT,1166.25,UNSAT,True
16a0949c23ac67c57c5773403daaca60-coreMQTT%3AMQTT_Connect.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
1b78438db7da55c2b4c4b8ec6b6cd6c6-soelberg_unit_158.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
1ebab99edff4c0470c8aa753bb9d3353-summle_X8637_steps8_I1-2-2-4-4-8-25-100.cnf,CONS,1.002,323.04,SAT,322.27,SAT,True
1fabadca67bfeada7086035761b88b33-sum_of_three_cubes_165_unknown_representation.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
1fee9f154615842029ec63d8520f4b4e-GP_300_250_15.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
20840b5020649385e3f8f4965de7a123-hantzsche_wendt_unit_83.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
23e61c50ee2ac5cad1d337572abdebcf-aws-encryption-sdk-c%3Aaws_cryptosdk_priv_hdr_parse_edks.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
24af39156d1daa122e5928d9aba11847-GP_100_948_33.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
2551afad6b364a7225cdd1b9fa82f7c0-worker_500_500_500_0.35.cnf,AGG,1.02,128.6,SAT,131.11,SAT,True
26342c62148962a09872831b7cef8aae-div-mitern165.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
26f8332e50a4ba5c371852e3737a3002-mdp-28-11-unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
2748e075d4b636ef260271a35302049b-cfi-rigid-t2-0048-01-or_3.cnf,CONS,1.031,1000.68,SAT,970.62,SAT,True
27d9905476897885d29cea2744db9805-coreJSON%3AskipCollection.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
285cb2c9735ac73cad999fba3d669382-summle_X8634_steps8_I1-2-2-4-4-8-25-100.cnf,AGG,1.0,410.29,SAT,410.35,SAT,True
294924aff67e879595e55f15b10a79ef-grid-color-12-14-6-cb.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
2a43c3327fb817d82496449265d6630d-mdp-36-16-unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
2c0379771c5313567ea9e230438f203f-reconf20_320_hc-square-2_1.cnf,CONS,1.0,438.25,UNSAT,438.2,UNSAT,True
2c7cb0ff324a42a0699c23317c97a29a-6s320rb1_Iter8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
2d01c7744a990469354a3c53cc2727fb-rphp_p95_r95.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
2f9cb22859718ab6c201726a91cfefe1-aws-encryption-sdk-c%3Aaws_cryptosdk_priv_try_gen_key.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
30ca21da9753263cc8cda020802b58ce-GP_500_200_20.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
3159a02d096424aab6295c76360633a9-SCPC-500-10.cnf,CONS,1.304,861.27,UNSAT,660.31,UNSAT,True
3176c9024f756e99dbee852e5c0aa578-Break_triple_12_30.xml.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
31cc22a0f42ebaa109a5b807eb6178c2-Break_20_54.xml.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
324e19a2991a29d0765ad256fb7aee85-j3037_9_gmto_b.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
34c2410669b8063d4b0a16a40b071536-sum_of_three_cubes_still_open_large.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
351746fa3de2464c903c85e726cfed55-linked_list_swap_contents_safety_unwind67.cnf,AGG,1.001,394.45,UNSAT,394.69,UNSAT,True
354936f86e55ab8d00e6e1f5f7c140a9-xor_op_n44_d3.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
354c2088ae7648e1dc51d12947c8043a-bobsmdct_init_k88.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
35ad744923721e37a2f58443179c31a8-coreMQTT%3AMQTT_SerializeConnect.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
3666617901c8500d78700dac959729d4-pj2002_k9.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
367c25ad50259a685a25b86d6dd171b2-GP_100_950_33.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
36ecf4ba0451f40e4ede9a1b2ab914f7-af-synthesis_stb_50_200_4_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
372021735d9e46002b862aa2a038a818-j3045_4_rggt_bm1.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
39b3fde35939134f3b011ebb31842610-PancakeVsInsertSort_9_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
3b97191d94abf3a5e97d6359d886d9df-summle_X111121_steps7_I1-2-2-4-4-8-25-100.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
3cbd82017c4a304c014dd87a69f6028c-bmc_QICE_req_sfl_30.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
3d2a6e5c2f8f58dee79fd50444009625-cfi-rigid-z2-0088-03-or_2_shuffle_all.cnf,CONS,1.001,629.38,UNSAT,628.77,UNSAT,True
3d2b0088dccf11d1f82c89b7122c26e1-cfi-rigid-z2-0088-01-or_2_shuffle_all.cnf,CONS,1.0,605.79,UNSAT,605.66,UNSAT,True
3d449de3d6e722c9ce4a38ec748ee3cf-sudoku-N30-10.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
3d4beaebb3d87819ce9ff59e72047ef7-sudoku-N30-20.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
3e2fe1556893706475f9dd19c1a7b8fe-mdp-32-12-sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
3fb045f58aaf394165735c39c49fad92-linked_list_swap_contents_safety_unwind56.cnf,CONS,1.004,203.29,UNSAT,202.45,UNSAT,True
3fb297f59ad2dc32fd3f79d61951d8cb-Carry_Bits_Fast_4.cnf.cnf,CONS,,1200,TIMEOUT,322.81,SAT,True
3ff263696219ca9e301b0a1b345eb9aa-SCPC-500-4.cnf,AGG,1.308,463.77,UNSAT,606.76,UNSAT,True
41423c03ef173a5b81d6e6776f316fa5-PancakeVsInsertSort_7_8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
4348c6b9af237291558b154a9de82969-aws-encryption-sdk-c%3Aaws_cryptosdk_priv_hdr_parse_aad.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
43687a48fb119ca61b47c2fc69a71e7d-manthey_single-ordered-initialized-w42-b8.cnf,CONS,1.018,991.68,UNSAT,973.72,UNSAT,True
436d00b6d41912e800e9855d08c75139-manol-pipe-f7nidw.cnf,CONS,1.007,307.51,UNSAT,305.24,UNSAT,True
4408f3ebfc37275a23ef57cfcc8aba6d-aws-encryption-sdk-c%3Aaws_cryptosdk_priv_hdr_parse_content_type.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
44ed91b4ca5a5d8323cab4c268d81fd1-grid-color-12-14-12-cb.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
4501f9a0e9fab5d5cff7133022b1f780-50bits_11.dimacs.cnf,CONS,,1200,TIMEOUT,686.58,SAT,True
4513c58c16e72a34f9f8518db7baeb9e-ktf_TF-3.tf_3_0.02_24.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
4551c996fc6f5fbe62b43076abb25077-knight_18.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
45784477d3143f470c0bd0137a1c01ed-sum_of_three_cubes_still_open.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
45ec40c74fdbf2fe41122ac1e31e6c8e-worker_30_120_30_0.8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
47135a1fd4c86afbfec0c7879c45268b-SC22_Timetable_C_451_E_46_Cl_30_S_27.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
47a1a6f5687ed19c5c0f77c2c81f3f81-tseitin_grid_n14_m14.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
488b147304549670f31653c932684e2c-sin-mitern28.cnf,AGG,,891.41,UNSAT,1200,TIMEOUT,True
48e9f29a92930f1b367efc5754cb679b-af-synthesis_stb_50_80_7_sat.cnf,CONS,1.009,889.41,SAT,881.38,SAT,True
48eacbc152c7710dfd6fe17a8a17199e-SCPC-500-7.cnf,CONS,1.172,1120.85,UNSAT,956.52,UNSAT,True
49f5d904bb2e762219287d33f5621971-ITC2021_Late_1.xml.cnf,AGG,1.015,1141.74,SAT,1159.07,SAT,True
4a85e090bda23cef9bf2aed55d489ab6-sin_depth_miter_5.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
4af0fbe3087b6e3ad54177e16b85ed06-grid-color-14-14-6-cb.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
4b45bebcc3f810b25cca2d16a1ff2084-hyp_cec_multi_3.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
4b537d3c18082eb884bf9429b8146214-gaussian.c.75.smt2-cvc4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
4db2404ba78dda6f3bc89a2b03057fd2-intel036_Iter109.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
4f888358cd62fe7bc602ea6882cdfc6d-bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5099718e4b5b8fe2ba7f8b919fdfde2d-satcoin-genesis-SAT-5.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
51dd2c14736f2d9164f749d6a633ccb5-j3045_10_mdd_bm1.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5237a944490aeead04c7a4539e6b44d2-SC22_Timetable_C_451_E_43_Cl_30_S_27.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5457c05649be6f3bc4f743c5e6086a18-mdp-28-10-sat.cnf,CONS,,1200,TIMEOUT,151.77,SAT,True
54d4838f065e6ca3579b357bc70ea566-div_miter_lec_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5573681b2f40d5d8b30267ac59987e40-Carry_Bits_Fast_16.cnf.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
55add9c1c8ad002a0faa34ecf47919a1-SC22_Timetable_C_451_E_45_Cl_30_S_27.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5601a7e094f61f3c5af461300c25243f-summle_X111107_steps8_I1-2-2-4-4-8-25-100.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
567964f034c8ffa65952897ce4927c6c-ablmulub16x4o.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
56e7489da32260e1bdd085a418592ec2-cliquecoloring_n18_k6_c5.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5796ee4ac65929640e1b67ae2bfb9e8e-div_miter_lec_3.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
59047491e4828ed2bb79572330df6f77-mdp-32-16-unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
594b07c07aee036a7aca35d44e2316da-div-mitern168.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
59e596f5f845a2487370950b37ec3db2-aws-encryption-sdk-c%3Aaws_cryptosdk_enc_ctx_size.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5ac44f542fd2cd4492067deb7791629a-Carry_Bits_Fast_18.cnf.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5c54a96de5bbfbfe9152afbc8822588d-cliquecoloring_n60_k5_c4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5c5fa629c2c62723eb2d3388db264521-Wallace_Bits_Fast_3.cnf.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5c6495ff589cbbcb550e1655dadbd143-worker_40_80_35_0.85.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5cc5e3d24402696ed4ec03edfa42d663-sudoku-N30-24.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5d357f1e4b5abc96c90d305f629edd5c-ps_200_323_70.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5e04f38ff11cee5d75fb98e12f6a14fc-sqrt-mitern172.cnf,CONS,,1200,TIMEOUT,1045.48,UNSAT,True
5e25f9f0d4ef05401fd9ab45a2538c1c-summle_X111117_steps8_I1-2-2-4-4-8-25-100.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5e66b728b2445ec69f27e0f1a49f4b29-006.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7.cnf,AGG,1.018,619.37,SAT,630.38,SAT,True
5f24ae73bb2a0ec3bef68d8a9680f04f-af-synthesis_stb_50_80_7_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
5ff92b9fa31963608674761e0d71fce8-sv-comp19_prop-reachsafety.triangular-longer_false-unreach-call.i-witness.cnf,CONS,1.003,312.48,SAT,311.57,SAT,True
608941b989227d93c62b3a9b4280011b-summle_X8639_steps8_I1-2-2-4-4-8-25-100.cnf,CONS,1.0,381.18,SAT,381.1,SAT,True
60a0ab2650e08f32c4fff6ff09369568-eqsparcl12bpwtrc12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
61175b10026fe42cadd5e2f0088684ea-6s105_Iter99.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
622787535593269d5e9a1dc4fe01c4af-atco_enc1_opt2_10_16-sc2014.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
65138afdf7eb054be5131f2b0de84369-satch2ways12u.cnf,AGG,1.013,948.68,UNSAT,960.69,UNSAT,True
65514d6ff224df20ba8c1aeec1698ab6-PancakeVsInsertSort_8_7.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6901858f1edbe3b1d327902dab720326-reconf20_20_grid10_4_4957.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6965d5369d3ab26daaf074303c3d1739-mp1-squ_ali_s10x10_c39_abix_SAT.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6a3e3d3a65a46608b44d81f9e4621087-6s105_Iter35.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6b0dfcfa8cf0c0564f17ec0a5434b5b9-ITC2021_Early_4.xml.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6b630aa05142274d965c8fc019db511e-bmc_QICE_rxrsp_vld_30.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6b7e3415d7bd20be605b1f9723c43d68-Carry_Bits_Fast_5.cnf.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6c34b7032712e16b08d97a0449d610e2-puzzle30_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6d815089fb4095208754622b4c44a8f7-Carry_Bits_Fast_12.cnf.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6dd57612dab7692b8c38225bb852ce36-hwmcc15deep-6s516r-k18-sc2017.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6e1b970d637fca70d08b251766edade3-Nb8T61.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6e3015f2ce1f17e4f2b81dae06d73eec-gus-md5-11.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6e3ba15d8b33f40738f7e7d7355799a5-SC22_Timetable_C_436_E_41_Cl_29_S_27.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6f956a3f95ccaf35a3de1fe72b9cf79e-soelberg_unit_109.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6fa8b4b7f4b059bd46913dbe741c0b94-mdp-36-11-sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
6fb0757ee018642fedd0669aad3882fe-grid-color-12-14-10-cb.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
7016d1da3fdfe543de3b95f96a9ffe4c-summle_X8651_steps8_I1-2-2-4-4-8-25-100.cnf,AGG,1.0,747.87,SAT,748.01,SAT,True
7018eff980d8183192d7a309e508b320-grid-color-14-14-10-cb.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
70289686a242c8380ca26bda45ad1278-summle_X111104_steps6_I1-2-2-4-4-8-25-100.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
7101289c67f4c4ba117ad06ebb7d18a0-6s184.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
72329bc80f5f55dcc356a22f3f11ebec-GP_200_313_5.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
73ef1e87dbb7965ecb558e62dedb3a0c-SCPC-500-8.cnf,CONS,1.45,713.11,UNSAT,491.68,UNSAT,True
7703f7d1901ff09a0f177c52a1a7c107-linked_list_swap_contents_safety_unwind43.cnf,CONS,1.001,176.77,UNSAT,176.55,UNSAT,True
78a0e76b68b536e2ea7d801fc6061cd2-grid-color-12-14-14-cb.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
78cdffdf5bbb89beb753f9ffab7fa45f-sudoku-N30-6.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
7993005e2949524b293b216ed9c65126-cfi-rigid-s2-0064-03-or_2_shuffle_all.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
7a236bb9e1566b80fa7b593a7e973efa-SCPC-500-16.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
7a67847b81b414d659f005200cf56f6b-size_5_5_5_i198_r12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
7acf6cf25ddaf2ab98106e0bb3b9ddb1-af-synthesis_stb_50_140_3_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
7adc1ade3384505af00ff8f7be23f5bd-ex175_20.cnf,CONS,1.043,805.28,SAT,771.91,SAT,True
