instance,label,speedup,time_agg,status_agg,time_cons,status_cons,features_written
size_5_5_5_i092_r12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
size_5_5_5_i131_r12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
size_5_5_5_i235_r12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
size_5_5_5_i260_r12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SocialGolfers-6-6-6-cp_c18.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sqrt_ineq_3.c.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1564286498.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ssAES_4-4-8_round_7-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_31944661.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ssp-0.046166496845693274.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ssp-0.497665446947731.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
stable-300-0.1-20-98765432130020.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sted1_0x0-649.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sted1_0x0_n438-636.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sted2_0x0_n219-342.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sted3_0x1e3-147.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sted4_0x1e3-124.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sted5_0x0-157.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sted6_0x0-135.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-135-32-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-135-33-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-243-45-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-243-46-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-405-70-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-405-71-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-45-16-bce.cnf,CONS,1.271,40.67,UNSAT,32.01,UNSAT,True
Steiner-729-112-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-729-113-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Steiner-81-21-bce.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sv-comp19_prop-reachsafety.newton_2_2_true-unreach-call_true-termination.i-witness.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
sv-comp19_prop-reachsafety.queue_longer_false-unreach-call.i-witness.cnf,CONS,1.019,100.83,SAT,98.96,SAT,True
Timetable_C_151_E_34_Cl_10_S_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_181_E_34_Cl_12_S_10.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_181_E_34_Cl_12_S_6.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_226_E_34_Cl_15_S_12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_241_E_34_Cl_16_S_12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_241_E_45_Cl_16_S_14.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_241_E_45_Cl_16_S_16.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_331_E_45_Cl_22_S_26.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_392_E_50_Cl_26_S_26.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_392_E_50_Cl_26_S_28.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_392_E_62_Cl_26_S_28.cnf,CONS,1.085,400.34,SAT,368.81,SAT,True
Timetable_C_437_E_62_Cl_29_S_28.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_466_E_50_Cl_31_S_28.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Timetable_C_497_E_62_Cl_33_S_30.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
traffic_kkb_unknown.cnf,CONS,1.001,1051.63,UNSAT,1050.34,UNSAT,True
tseitingrid7x165_shuffled.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
tseitingrid7x185_shuffled.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-33-24A.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-33-24B.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-33-24C.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-33-24D.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-33-24E.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-33-25.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-33-26.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-34-24B.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-34-24C.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-34-24D.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-34-24E.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-34-25.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-34-26.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
TT7F-34-27.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
uum12.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
VanDerWaerden_2-3-16_238.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
VanDerWaerden_2-3-32_1006.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
VanDerWaerden_pd_2-3-26_635.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
velev-dlx-uns-1.0-05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
velev-pipe-uns-1.0-9.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
vlsat2_15440_1409906.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
vlsat2_15960_1464039.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
vlsat2_16676_1598591.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
vlsat2_21114_2240429.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
vlsat2_24450_2770239.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
vlsat2_30195_3855554.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
vlsat2_30744_3925645.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
vlsat2_32480_4362044.dimacs.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
