instance,label,speedup,time_agg,status_agg,time_cons,status_cons,features_written
b2005-p4-14x14c17h9-Ser8-0.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
b2005-p5-12x12c10h7-Ser5-0.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
b2005-p5-14x14c17h9-Ser5-0.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
barman-pfile10-039.sas.ex.15.cnf,CONS,1.005,111.36,UNSAT,110.76,UNSAT,True
barman-pfile10-040.sas.ex.15.cnf,CONS,1.001,103.74,UNSAT,103.63,UNSAT,True
battleship-12-12-unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
battleship-14-26-sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
blocks-blocks-36-0.180-SAT.cnf,CONS,1.021,70.68,SAT,69.25,SAT,True
blocks-blocks-37-1.120-NOTKNOWN.cnf,CONS,1.0,153.32,UNSAT,153.31,UNSAT,True
blocks-blocks-37-1.130-NOTKNOWN.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bv-term-small-rw_1294.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bv-term-small-rw_1492.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bvsdiv_19.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bvsmod_18.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bvsmod_19.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bvsub_08985.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bvsub_12973.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bvsub_19952.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
bvurem_20.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier18.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier22.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier24.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier25.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier26.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier29.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier33.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier34.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier35.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier36.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier37.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier45.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Circuit_multiplier53.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
crafted_n10_d6_c4_num15.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
crafted_n10_d6_c4_num21.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
crafted_n11_d6_c4_num14.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
crafted_n12_d6_c3_num18.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
crafted_n12_d6_c3_num28.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
crafted_n12_d6_c4_num17.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ctl_4201_555_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ctl_4291_567_11_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ctl_4291_567_1_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ctl_4291_567_6_unsat_pre.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ctl_4291_567_9_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
dist10.c.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
dist4.c.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
E00X23.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
E02F17.cnf,CONS,1.002,140.59,UNSAT,140.3,UNSAT,True
ecarev-110-1031-23-40-8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ecarev-110-4099-22-30-4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance007_85.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance019_312.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance023_281.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance023_282.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance023_283.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance025_448.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance025_449.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance025_450.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance031_283.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance031_284.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance035_393.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
edit_distance041_182.cnf,CONS,1.0,1056.36,UNSAT,1056.31,UNSAT,True
edit_distance041_183.cnf,CONS,1.001,756.67,UNSAT,756.24,UNSAT,True
erin2_0x0-379.cnf,CONS,1.004,581.92,SAT,579.86,SAT,True
erin2_0x0_n207-379.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
erin2_0x1e3-216.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ER_500_40_2.apx_0.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ex045_7.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ex065_25.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ex095_8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ex175_20.cnf,CONS,1.001,782.27,SAT,781.73,SAT,True
HCP-424-60.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-446-105.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-446-420.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-446-60.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-470-105.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-470-420.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-470-60.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-506-60.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-522-105.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-526-105.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-526-420.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-529-420.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
HCP-529-60.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
huck.col.11.cnf,CONS,1.67,809.96,UNSAT,485.06,UNSAT,True
IBM_FV_2004_rule_batch_30_SAT_dat.k75.cnf,AGG,1.005,173.04,SAT,173.91,SAT,True
k2fix_gr_rcs_w8.shuffled.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Kakuro-easy-045-ext.xml.hg_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Kakuro-easy-051-ext.xml.hg_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Kakuro-easy-089-ext.xml.hg_4.cnf,CONS,1.001,620.3,SAT,619.97,SAT,True
Kakuro-easy-104-ext.xml.hg_6.cnf,AGG,1.003,445.51,SAT,446.92,SAT,True
Kakuro-easy-112-ext.xml.hg_7.cnf,CONS,1.0,612.8,SAT,612.68,SAT,True
Kakuro-easy-115-ext.xml.hg_5.cnf,AGG,1.003,609.59,SAT,611.24,SAT,True
Kakuro-easy-118-ext.xml.hg_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Kakuro-easy-127-ext.xml.hg_7.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Kakuro-easy-132-ext.xml.hg_8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Kakuro-easy-142-ext.xml.hg_8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Kakuro-easy-150-ext.xml.hg_9.cnf,CONS,1.003,422.14,SAT,420.75,SAT,True
Kakuro-easy-156-ext.xml.hg_7.cnf,CONS,1.006,85.26,SAT,84.79,SAT,True
ktf_TF-1.tf_3_0.02_34.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-1.tf_4_0.06_101.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-3.tf_2_0.02_24.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-3.tf_3_0.02_24.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-3.tf_4_0.04_48.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-4.tf_2_0.02_18.cnf,AGG,1.002,816.12,UNSAT,817.65,UNSAT,True
ktf_TF-4.tf_4_0.04_35.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-4.tf_4_0.06_52.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-6.tf_4_0.04_51.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-6.tf_4_0.06_77.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-7.tf_3_0.06_113.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-8.tf_4_0.02_37.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ktf_TF-8.tf_4_0.06_109.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
LABS_n041_goal003.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
LABS_n068_goal001.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
LABS_n069_goal001.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
LABS_n072_goal006.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
LABS_n089_goal008.cnf,CONS,1.038,1133.77,SAT,1092.14,SAT,True
maximum_constrained_partition_14_bits_n200.cnf,CONS,1.002,112.41,SAT,112.24,SAT,True
maximum_constrained_partition_18_bits_n200.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
maxor128.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-blockpuzzle_5x10_s5_free3.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-blockpuzzle_5x12_s6_free3.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-blockpuzzle_9x9_s1_free8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-blockpuzzle_9x9_s5_free3.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-bsat201-707.cnf,CONS,1.349,910.47,UNSAT,674.72,UNSAT,True
mp1-bsat210-739.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-klieber2017s-0300-034-t12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-klieber2017s-0490-024-t12.cnf,CONS,1.0,1120.43,SAT,1120.02,SAT,True
mp1-klieber2017s-1000-023-eq.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-klieber2017s-1000-024-eq.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-klieber2017s-1200-022-eq.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-klieber2017s-2000-022-eq.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-Nb6T06.cnf,AGG,,823.61,UNSAT,1200,TIMEOUT,True
mp1-Nb6T07.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-Nb7T44.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-Nb7T46.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-squ_ali_s10x10_c39_abio_SAT.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-squ_any_s09x07_c27_abix_UNS.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
mp1-tri_ali_s11_c35_abix_UNS.cnf,CONS,1.096,473.32,UNSAT,432.03,UNSAT,True
mp1-tri_ali_s11_c35_bail_UNS.cnf,CONS,1.057,374.33,UNSAT,354.04,UNSAT,True
Mycielski-10-hints-10.cnf,CONS,1.0,404.13,UNSAT,403.95,UNSAT,True
Mycielski-10-hints-5.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Mycielski-10-hints-6.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Mycielski-10-hints-7.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Mycielski-10-hints-8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Mycielski-10-hints-9.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Mycielski-11-hints-1.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Mycielski-11-hints-2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Mycielski-11-hints-3.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Mycielski-11-hints-4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
n320p5q2_n.apx_16.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
n320p5q2_n.apx_17.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
Nb51T6.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
ndhf_xits_09_UNSAT.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
p01_lb_05.cnf,AGG,1.0,948.15,UNSAT,948.4,UNSAT,True
pb_300_05_lb_16.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
pb_300_05_lb_17.cnf,AGG,1.001,693.02,SAT,693.84,SAT,True
pb_300_06_lb_02.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
pb_300_10_lb_06.cnf,CONS,1.001,812.75,UNSAT,811.88,UNSAT,True
php12e12.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
php14e14.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
prime_a20_b20.cnf,CONS,,1200,TIMEOUT,783.93,SAT,True
prime_a22_b22.cnf,AGG,,1110.3,SAT,1200,TIMEOUT,True
prime_a24_b24.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
problem_12.smt2.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle30_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle34_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle34_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle35_sat.cnf,CONS,1.006,789.2,SAT,784.87,SAT,True
puzzle35_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle36_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle37_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle39_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle42_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle44_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle47_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle51_unsat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
puzzle60_sat.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r21_m22.cnf,CONS,,1200,TIMEOUT,15.91,SAT,True
quad_res_r26_m27.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r28_m29.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r29_m32.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r31_m35.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r32_m35.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r33_m36.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r34_m36.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r35_m36.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
quad_res_r37_m39.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-B-Mix-n15-d05.cnf,AGG,,1127.83,UNSAT,1200,TIMEOUT,True
randomG-B-Mix-n16-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-B-Mix-n18-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-B-Mix-n19-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-Mix-n17-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-Mix-n18-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-n16-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-n17-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-n18-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-n19-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
randomG-n20-d05.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
rphp4_065_shuffled.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
rphp4_080_shuffled.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
rphp4_090_shuffled.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
rpoc_xits_10_UNKNOWN.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways12u.cnf,CONS,1.0,999.36,UNSAT,999.34,UNSAT,True
satch2ways12wu.cnf,CONS,,1200,TIMEOUT,911.2,UNSAT,True
satch2ways13wu.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways14u.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways15.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways15u.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways15wu.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways16.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways16w.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways17w.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways18u.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways18wu.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
satch2ways19u.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_121_E_34_Cl_8_S_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_136_E_36_Cl_9_S_15.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_136_E_41_Cl_9_S_15.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_140_E_29_Cl_10_S_15.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_140_E_32_Cl_30_S_10.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_181_E_34_Cl_12_S_4.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_181_E_34_Cl_12_S_8.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_241_E_34_Cl_16_S_13.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
SC21_Timetable_C_466_E_62_Cl_31_S_30.cnf,UNKNOWN,,1200,TIMEOUT,1200,TIMEOUT,False
